"PSY_CODE","CLASS_CODE","PSY_ORD_TARGET","PSY_ORD_NO","PSY_NAME","PSY_URL","START_DATE","END_DATE","ORIGINAL_END_DATE","LONGITUDINAL_YN","CLOSE_YN","USE_YN","USE_CNT","USE_DATE","MEMO","REG_MEMBER_NO","REG_DATE","MOD_MEMBER_NO","MOD_DATE"
P20250716FB11,M100000682025602CF1C,,P250716000635f1221b6,시험용,P20250716FB11-M100000682025602CF1C,"20250716","20250721",,Y,N,,0,,,M10000068,"2025-07-16 14:22:04",,
P2025071756D9,AC043020255054C28,,P250717165519cd60626,"25년 7월 1회차",P2025071756D9-AC043020255054C28,"20250706","20250731",,Y,N,,0,,,M10000058,"2025-07-17 16:58:09",,
P202507183B0A,AC000120255019FA1,,P2507150043264c9256b,"25년 7월 2회차_이아린비활",P202507183B0A-AC000120255019FA1,"20250718","20250731",,Y,Y,,0,,,M10000001,"2025-07-18 16:16:14",,
P20250718B4BE,AC000120255019FA1,,P2507150043264c9256b,"25년 7월 1회차",P20250718B4BE-AC000120255019FA1,"20250718","20250731",,Y,Y,,0,,,M10000001,"2025-07-18 11:44:25",,
P202507213ACA,M1000008720256056A20,,P2507211124060e80787,"25년 7월 1회차",P202507213ACA-M1000008720256056A20,"20250722","20250723",,Y,Y,,0,,,M10000087,"2025-07-21 14:39:46",,
P202507217086,M10000086202560261A9,,P250721105724aff94b0,"25년 7월 1회차",P202507217086-M10000086202560261A9,"20250721","20250725",,Y,Y,,0,,,M10000086,"2025-07-21 11:03:36",,
P2025072176E5,M1000008820256034F56,,P250721113552362483e,"25년 7월 1회차",P2025072176E5-M1000008820256034F56,"20250721","20250731",,Y,Y,,0,,,M10000088,"2025-07-21 11:41:40",,
P2025072179E5,M10000086202560261A9,,P250721105724aff94b0,"25년 7월 2회차",P2025072179E5-M10000086202560261A9,"20250721","20250725",,Y,N,,0,,,M10000086,"2025-07-21 11:06:30",,
P20250721C339,M1000008720256056A20,,P2507211124060e80787,테스트,P20250721C339-M1000008720256056A20,"20250721","20250731",,Y,Y,,0,,,M10000087,"2025-07-21 14:41:08",,
P202507226EE9,M10000091202560142A0,,P250722105604d07015e,"25년 7월 1회차",P202507226EE9-M10000091202560142A0,"20250722","20250722",,Y,N,,0,,,M10000091,"2025-07-22 11:02:27",,
P2025072289FD,M10000092202530442E7,,P250722153002f847fca,"25년 7월 1회차",P2025072289FD-M10000092202530442E7,"20250723","20250729",,Y,Y,,0,,,M10000092,"2025-07-22 15:34:57",,
P20250722BAB6,TC046120256076567,,P250721143431ed6548b,"25년 7월 1회차",P20250722BAB6-TC046120256076567,"20250722","20250725",,Y,Y,,0,,,M10000089,"2025-07-22 09:00:07",,
P20250722D67F,M100000902025602F30D,,P2507221330167c40d26,"25년 7월 1회차",P20250722D67F-M100000902025602F30D,"20250722","20250820",,Y,Y,,0,,,M10000090,"2025-07-22 13:39:51",,
P2025072408CB,M100000932025602D4F3,,P250722155601f3bab29,"25년 7월 1회차",P2025072408CB-M100000932025602D4F3,"20250724","20250725",,Y,Y,,0,,,M10000093,"2025-07-24 08:09:20",,
P202507247868,AC00012025610D8A4,,P25072410495916e77a8,"25년 7월 1회차",P202507247868-AC00012025610D8A4,"20250721","20250725",,Y,N,,0,,,M10000001,"2025-07-24 10:51:58",,
P2025080762D7,AC0001202530101AF,,P2507041007510da4ac5,"25년 8월 2회차",P2025080762D7-AC0001202530101AF,"20250807","20250808",,Y,Y,,0,,,M10000001,"2025-08-07 10:38:05",,
P20250807A7E5,AC000120256016589,,P250708043436e55f5e5,"25년 8월 2회차",P20250807A7E5-AC000120256016589,"20250807","20250831",,Y,N,,0,,,M10000001,"2025-08-07 13:28:09",,
P202508119E7D,AC0001202530101AF,,P2507041007510da4ac5,"25년 8월 test",P202508119E7D-AC0001202530101AF,"20250811","20250813",,Y,Y,,0,,,M10000001,"2025-08-11 13:49:58",,
P20250811E557,AC00012025302AC6F,,P2507041007510da4ac5,"25년 8월",P20250811E557-AC00012025302AC6F,"20250811","20250814",,Y,N,,0,,,M10000001,"2025-08-11 17:53:22",,
P202508250AE5,AC0001202530101AF,,P250730164149db6428e,"25년 8월 1111111",P202508250AE5-AC0001202530101AF,"20250825","20250830",,Y,N,,0,,,M10000001,"2025-08-25 16:58:09",,
P20250905F5D2,AC0001202530101AF,,P2507041007510da4ac5,"25년 9월",P20250905F5D2-AC0001202530101AF,"20250905","20250924",,Y,N,,0,,,M10000001,"2025-09-05 14:14:04",,
P202509103074,DC017620255014BE0,,P2509101012137bf8b5f,"25년 9월",P202509103074-DC017620255014BE0,"20250910","20250930",,Y,Y,,0,,,M10000175,"2025-09-10 10:13:23",,
P20250910F8C9,AC0001202530101AF,,P2507041007510da4ac5,"25년 9월",P20250910F8C9-AC0001202530101AF,"20250909","20250912",,Y,N,,0,,,M10000001,"2025-09-10 15:36:05",,
P20250911860B,AC000120255019FA1,,P250730164149db6428e,"25년 9월 2학기 첫평가",P20250911860B-AC000120255019FA1,"20250911","20250915",,Y,N,,0,,,M10000001,"2025-09-11 19:31:04",,
P20250915C976,M1000006320255020B29,,P250713225725e522cbf,"25년 9월",P20250915C976-M1000006320255020B29,"20250915","20250930",,Y,Y,,0,,,M10000063,"2025-09-15 11:27:26",,
P20250919B547,M1000018520256054D05,,P250919114318bc37c20,"25년 9월",P20250919B547-M1000018520256054D05,"20250919","20250927",,Y,N,,0,,,M10000185,"2025-09-19 12:15:12",,
P20250919CEAA,M10000184202550292B8,,P250919112312df7f981,"25년 9월",P20250919CEAA-M10000184202550292B8,"20250919","20250930",,Y,Y,,0,,,M10000184,"2025-09-19 11:37:38",,
P2025092177FC,M1000018820256011403,,P250921232356a8a6cca,"25년 9월 22일",P2025092177FC-M1000018820256011403,"20250922","20250923",,Y,Y,,0,,,M10000188,"2025-09-21 23:32:59",,
P202509224D93,M100001892025501303A,,P2509220814574b97df4,"25년 9월",P202509224D93-M100001892025501303A,"20250922","20250926",,Y,N,,0,,,M10000189,"2025-09-22 08:26:06",,
P20250922AC9C,M100001912025403D5C9,,P25092208421409fca8f,"25년 9월",P20250922AC9C-M100001912025403D5C9,"20250922","20250923",,Y,Y,,0,,,M10000191,"2025-09-22 08:53:39",,
P20250922E632,M1000019020256036DDF,,P2509220840443fffd42,"25년 9월",P20250922E632-M1000019020256036DDF,"20250922","20250930",,Y,Y,,0,,,M10000190,"2025-09-22 08:47:04",,
P202509235A5B,DC03142025601168B,,P2509231546048559eb2,"25년 9월",P202509235A5B-DC03142025601168B,"20250901","20250930",,Y,N,,0,,,M10000202,"2025-09-23 16:03:01",,
P202509238437,DC03142025606A123,,P2509231546048559eb2,"25년 9월",P202509238437-DC03142025606A123,"20250926","20250930",,Y,N,,0,,,M10000200,"2025-09-23 16:04:40",,
P20250923AB84,M1000019920254052040,,P250923142923061fef0,"25년 9월",P20250923AB84-M1000019920254052040,"20250924","20250930",,Y,N,,0,,,M10000199,"2025-09-23 14:55:25",,
P20250923C638,M1000019920254052040,,P250923142923061fef0,"25년 9월",P20250923C638-M1000019920254052040,"20250922","20250930",,Y,N,,0,,,M10000199,"2025-09-23 14:56:14",,
P20250923CC38,DC03142025605636F,,P2509231546048559eb2,"25년 9월",P20250923CC38-DC03142025605636F,"20250926","20250930",,Y,N,,0,,,M10000204,"2025-09-23 15:59:07",,
P20250924E81F,M100002082025412A068,,P250924130603ab962e6,"25년 9월",P20250924E81F-M100002082025412A068,"20250925","20250926",,Y,Y,,0,,,M10000208,"2025-09-24 13:16:25",,
P202509256309,M1000021320252038A86,,P2509251620382343df1,"25년 9월",P202509256309-M1000021320252038A86,"20250926","20250927",,Y,Y,,0,,,M10000213,"2025-09-25 16:26:41",,
P20250925A52A,M100002102025605B543,,P25092419454447a7b0d,"25년 9월 1번째",P20250925A52A-M100002102025605B543,"20250925","20250926",,Y,N,,0,,,M10000210,"2025-09-25 11:09:16",,
P20250925F22A,LC10692025601B047,,P250925152057a53f146,"25년 9월",P20250925F22A-LC10692025601B047,"20250926","20251001",,Y,N,,0,,,M10000212,"2025-09-25 17:35:13",,
P202509261CF3,M100002172025505A996,,P250926105010cd33828,"25년 9월",P202509261CF3-M100002172025505A996,"20250926","20250929",,Y,Y,,0,,,M10000217,"2025-09-26 11:01:57",,
P202509265DB4,M1000021520254044918,,P25092608440822aa52c,"25년 9월",P202509265DB4-M1000021520254044918,"20250926","20250930",,Y,Y,,0,,,M10000215,"2025-09-26 08:50:14",,
P202509267247,M1000021620255021708,,P250926100019e5ba939,"25년 9월",P202509267247-M1000021620255021708,"20250926","20251003",,Y,N,,0,,,M10000216,"2025-09-26 10:12:26",,
P20250926990C,AC000120254041DD8,,P2509261143025650014,"25년 9월",P20250926990C-AC000120254041DD8,"20250926","20250930",,Y,Y,,0,,,M10000222,"2025-09-26 13:38:51",,
P20250926E621,AC035020255040D0F,,P250926115919c36acca,"25년 9월",P20250926E621-AC035020255040D0F,"20250929","20251028",,Y,Y,,0,,,M10000214,"2025-09-26 16:09:40",,
P20250926F8E5,M100002182025501D6B4,,P250926115454ee11ea2,"25년 9월",P20250926F8E5-M100002182025501D6B4,"20250926","20250930",,Y,N,,0,,,M10000218,"2025-09-26 13:51:14",,
P20250926F99B,AC000120254041DD8,,P2509261143025650014,"25년 10월",P20250926F99B-AC000120254041DD8,"20250926","20250930",,Y,Y,,0,,,M10000222,"2025-09-26 18:25:13",,
P202509290A31,M1000019820255011DA8,,P250923085026f0a6621,"25년 9월",P202509290A31-M1000019820255011DA8,"20250929","20251002",,Y,N,,0,,,M10000198,"2025-09-29 08:42:43",,
P202509296234,AC0350202550713B4,,P250926115919c36acca,"25년 9월",P202509296234-AC0350202550713B4,"20250929","20251028",,Y,N,,0,,,M10000220,"2025-09-29 12:56:35",,
P202509297849,M10000227202560311ED,,P250929093824250c48a,"2025년 완월초 6-3",P202509297849-M10000227202560311ED,"20250929","20251003",,Y,Y,,0,,,M10000227,"2025-09-29 09:44:59",,
P20250929AEC9,DC03142025603682B,,P2509231546048559eb2,"25년 9월",P20250929AEC9-DC03142025603682B,"20250929","20251028",,Y,N,,0,,,M10000205,"2025-09-29 15:55:06",,
P20250929B2C3,DC03142025602FCDA,,P2509231546048559eb2,"25년 9월",P20250929B2C3-DC03142025602FCDA,"20250929","20250930",,Y,Y,,0,,,M10000201,"2025-09-29 10:49:19",,
P20250929BF04,DC03142025604BED2,,P2509231546048559eb2,"1차 또래검사",P20250929BF04-DC03142025604BED2,"20250929","20251002",,Y,N,,0,,,M10000203,"2025-09-29 12:01:16",,
P20250929FA53,AC03502025505D936,,P250926115919c36acca,"25년 10월",P20250929FA53-AC03502025505D936,"20251001","20251031",,Y,N,,0,,,M10000226,"2025-09-29 09:23:55",,
